timestamp,ear,mar,pitch,yaw,state
1784610199.953,0.4319,0.3228,-15.41,6.36,focused
1784610200.455,0.4003,0.3075,-16.60,-0.44,focused
1784610200.953,0.3984,0.2953,-18.67,-3.97,focused
1784610201.455,0.4472,0.2967,-18.76,-4.31,focused
1784610201.953,0.4579,0.2914,-18.95,-4.99,focused
1784610202.453,0.4686,0.2967,-21.26,-3.40,distracted
1784610202.951,0.4533,0.2999,-21.65,-2.40,distracted
1784610203.454,0.4308,0.2999,-22.33,-2.22,distracted
1784610203.953,0.4376,0.2961,-22.63,-2.67,distracted
1784610204.455,0.4434,0.3006,-21.26,-3.34,distracted
1784610204.952,0.4286,0.2975,-23.49,-4.15,distracted
1784610205.454,0.4175,0.3080,-22.50,-3.62,distracted
1784610205.956,0.3785,0.2984,-27.41,-1.79,distracted
1784610206.456,0.4250,0.2979,-24.05,-2.57,distracted
1784610206.953,0.4680,0.2977,-21.91,-3.02,distracted
1784610207.456,0.4268,0.2978,-21.33,-1.75,distracted
1784610207.954,0.4194,0.3103,-18.01,-2.34,focused
1784610208.453,0.4155,0.3107,-17.76,-1.81,focused
1784610208.953,0.4264,0.3095,-17.09,-1.73,focused
1784610209.456,0.4182,0.3074,-19.32,-2.02,focused
1784610209.956,0.4147,0.3098,-18.98,-2.41,focused
1784610210.456,0.4229,0.3051,-21.80,-3.14,distracted
1784610210.955,0.4208,0.3080,-22.16,-2.53,distracted
1784610211.458,0.4151,0.3058,-22.59,-3.98,distracted
1784610211.956,0.4315,0.3068,-23.32,-3.64,distracted
1784610212.455,0.3929,0.3100,-20.57,-2.92,distracted
1784610212.954,0.3898,0.3107,-20.17,-2.63,distracted
1784610213.456,0.3996,0.3089,-19.98,-2.70,focused
1784610213.955,0.4075,0.3122,-19.33,-2.55,focused
1784610214.454,0.4204,0.3074,-21.55,-2.58,distracted
1784610214.956,0.3939,0.3049,-21.74,-2.53,distracted
1784610215.455,0.3695,0.3141,-21.73,-2.50,distracted
1784610215.955,0.3975,0.3146,-21.77,-2.61,distracted
1784610216.456,0.4033,0.3156,-19.91,-1.36,focused
1784610216.957,0.3942,0.3166,-19.58,-1.60,focused
1784610217.458,0.4033,0.3132,-22.31,-1.24,distracted
1784610217.954,0.4108,0.3063,-21.08,-2.30,distracted
1784610218.455,0.4170,0.3042,-22.09,-2.87,distracted
1784610218.956,0.4508,0.3019,-21.10,-3.92,distracted
1784610219.455,0.4281,0.2984,-21.44,-3.76,distracted
1784610219.957,0.4432,0.2990,-22.38,-3.70,distracted
1784610220.459,0.4136,0.3001,-21.63,-3.22,distracted
1784610220.957,0.4239,0.3037,-23.45,-2.55,distracted
1784610221.459,0.4157,0.2992,-24.84,-3.89,distracted
1784610221.953,0.4116,0.3040,-23.62,-3.89,distracted
1784610222.458,0.4105,0.3030,-23.23,-3.21,distracted
1784610222.958,0.4000,0.3016,-21.91,-4.15,distracted
1784610223.458,0.3507,0.3093,-21.81,-3.11,distracted
1784610223.954,0.3878,0.3155,-18.75,-2.80,focused
1784610224.457,0.3931,0.3136,-18.96,-3.11,focused
1784610224.957,0.3992,0.3086,-21.22,-3.02,distracted
1784610225.459,0.3915,0.3094,-22.33,-3.34,distracted
1784610225.958,0.3973,0.3104,-22.38,-2.66,distracted
1784610226.458,0.4071,0.3085,-24.56,-2.72,distracted
1784610226.959,0.4185,0.3087,-24.46,-3.26,distracted
1784610227.459,0.4012,0.3105,-23.70,-3.82,distracted
1784610227.959,0.3948,0.3038,-22.77,-3.67,distracted
1784610228.459,0.3916,0.3046,-22.77,-3.82,distracted
1784610228.957,0.3870,0.3150,-22.03,-3.46,distracted
1784610229.462,0.3942,0.3147,-19.93,-3.43,focused
1784610229.959,0.3988,0.3181,-20.07,-3.30,distracted
1784610230.460,0.3836,0.3195,-19.71,-3.64,focused
1784610230.956,0.4029,0.3159,-19.65,-2.40,focused
1784610231.460,0.4032,0.3162,-18.58,-1.94,focused
1784610231.958,0.3900,0.3175,-18.75,-2.77,focused
1784610232.459,0.3924,0.3150,-19.42,-3.14,focused
1784610232.958,0.4031,0.3161,-18.47,-2.83,focused
1784610233.461,0.4021,0.3059,-18.60,-4.15,focused
1784610233.958,0.4182,0.3071,-18.92,-2.96,focused
1784610234.460,0.3911,0.3035,-20.81,-3.28,distracted
1784610234.959,0.3701,0.3137,-18.97,-3.57,focused
1784610235.460,0.3797,0.3058,-21.03,-3.37,distracted
1784610235.958,0.3908,0.3064,-20.63,-2.84,distracted
1784610236.460,0.4055,0.3095,-19.39,-4.24,focused
1784610236.960,0.4245,0.3108,-19.78,-3.60,focused
1784610237.460,0.3995,0.3088,-19.53,-3.40,focused
1784610237.959,0.4090,0.3186,-17.70,-3.39,focused
1784610238.461,0.3962,0.3185,-17.71,-2.73,focused
1784610238.957,0.4108,0.3163,-18.43,-3.49,focused
1784610239.462,0.4006,0.3165,-17.91,-4.12,focused
1784610239.959,0.3926,0.3132,-19.12,-3.82,focused
1784610240.461,0.3977,0.3119,-20.34,-3.76,distracted
1784610240.957,0.4055,0.3114,-20.16,-4.32,distracted
