timestamp,ear,mar,pitch,yaw,state
1784614096.825,0.4497,0.2981,-9.08,-2.26,fatigued
1784614097.326,0.4115,0.2956,-10.30,-2.53,fatigued
1784614097.826,0.4396,0.3017,-9.20,-2.26,fatigued
1784614098.327,0.4220,0.2980,-9.43,-3.04,fatigued
1784614098.827,0.3758,0.2987,-10.50,-3.27,fatigued
1784614099.294,0.4271,0.3001,-8.97,-3.10,fatigued
1784614099.827,0.4451,0.3035,-4.38,-2.13,focused
1784614100.294,0.4205,0.3002,-7.24,-0.80,fatigued
1784614100.828,0.4237,0.3027,-7.94,0.26,focused
1784614101.326,0.4214,0.3033,-8.63,-3.03,focused
1784614101.794,0.4153,0.3012,-8.47,-3.63,fatigued
1784614102.326,0.3371,0.2999,-9.87,-2.50,fatigued
1784614102.827,0.4051,0.3028,-9.17,-3.32,focused
1784614103.294,0.4080,0.3052,-9.14,-3.50,focused
1784614103.827,0.3970,0.3069,-8.24,-3.47,focused
1784614104.294,0.3962,0.3110,-7.68,-2.87,focused
1784614104.828,0.4091,0.3081,-8.07,-3.58,focused
1784614105.295,0.4166,0.3089,-6.62,-3.52,focused
1784614105.828,0.4139,0.3080,-7.04,-2.97,focused
1784614106.295,0.4242,0.3079,-6.77,-3.50,focused
1784614106.825,0.4191,0.3087,-7.87,-3.71,focused
1784614107.294,0.4021,0.3100,-7.39,-3.34,focused
1784614107.794,0.3408,0.3098,-7.03,-1.91,focused
1784614108.294,0.3947,0.3169,-5.36,-3.24,focused
1784614108.794,0.3904,0.3140,-5.82,-3.01,focused
1784614109.295,0.4209,0.3111,-6.25,-2.40,focused
1784614109.828,0.3979,0.3127,-6.12,-3.43,focused
1784614110.294,0.4188,0.3099,-8.03,-3.81,focused
1784614110.828,0.4034,0.3088,-7.83,-1.72,focused
1784614111.295,0.4260,0.3089,-7.39,-1.56,focused
1784614111.794,0.4236,0.3094,-7.62,-2.00,focused
1784614112.295,0.4215,0.3115,-6.63,-1.88,focused
1784614112.828,0.4372,0.3099,-6.46,-2.34,focused
1784614113.296,0.4141,0.3035,-7.71,-3.97,focused
1784614113.794,0.4030,0.3074,-8.17,-3.43,focused
1784614114.296,0.4185,0.3058,-9.34,-3.65,focused
1784614114.828,0.4099,0.3064,-8.47,-4.03,focused
1784614115.295,0.4053,0.3084,-7.79,-3.45,focused
1784614115.830,0.4123,0.3075,-8.66,-3.61,focused
1784614116.296,0.3280,0.3028,-9.79,-4.43,focused
1784614116.795,0.4197,0.3080,-8.76,-4.36,focused
1784614117.296,0.4238,0.3052,-7.85,-4.33,focused
1784614117.795,0.4203,0.3072,-7.81,-4.69,focused
1784614118.295,0.4217,0.3047,-8.00,-3.88,focused
1784614118.795,0.4200,0.3077,-7.73,-3.98,focused
1784614119.295,0.4189,0.3072,-7.09,-3.46,focused
1784614119.796,0.4404,0.3095,-7.86,-4.51,focused
1784614120.297,0.4425,0.3054,-7.97,-4.71,focused
1784614120.831,0.4426,0.3105,-6.80,-3.36,focused
1784614121.296,0.4299,0.3075,-7.14,-4.21,focused
1784614121.796,0.4354,0.3063,-8.44,-4.60,focused
1784614122.296,0.4136,0.3079,-7.68,-4.35,focused
1784614122.796,0.4336,0.3065,-8.33,-4.96,focused
1784614123.297,0.4315,0.3046,-8.02,-5.22,focused
1784614123.796,0.4127,0.3057,-8.36,-5.14,focused
1784614124.324,0.4128,0.3070,-7.64,-5.05,focused
1784614124.796,0.4074,0.3066,-7.46,-4.91,focused
1784614125.324,0.4169,0.3074,-7.92,-5.32,focused
1784614125.830,0.4244,0.3075,-8.17,-5.24,focused
1784614126.296,0.4189,0.3067,-8.04,-5.33,focused
1784614126.796,0.4378,0.3051,-8.42,-4.99,focused
1784614127.296,0.4313,0.3089,-8.03,-4.81,focused
1784614127.827,0.3977,0.3131,-6.65,-4.18,focused
1784614128.330,0.4306,0.3106,-6.51,-4.10,focused
1784614128.796,0.4560,0.3140,-6.12,-2.13,focused
1784614129.297,0.4766,0.3174,-5.77,-2.05,focused
1784614129.795,0.3988,0.3300,-4.39,-2.33,focused
1784614130.297,0.4075,0.3205,-4.75,-3.64,focused
1784614130.831,0.4405,0.3211,-5.47,-1.90,focused
1784614131.297,0.4200,0.3219,-6.46,-0.57,focused
1784614131.796,0.4250,0.3258,-5.60,0.26,focused
1784614132.298,0.4256,0.3230,-7.49,-0.60,focused
1784614132.827,0.4309,0.3214,-6.38,-0.44,focused
1784614133.294,0.4455,0.3218,-6.16,-1.49,focused
1784614133.797,0.7254,0.2711,-7.91,-56.26,distracted
1784614134.298,0.4778,0.2719,-9.31,-26.41,distracted
