timestamp,ear,mar,pitch,yaw,state
1784612743.619,0.4244,0.3282,1.80,2.49,focused
1784612744.124,0.4265,0.3279,1.73,2.07,focused
1784612744.623,0.4243,0.3321,1.88,1.89,focused
1784612745.119,0.4249,0.3323,1.60,1.61,focused
1784612745.622,0.4082,0.3304,2.38,1.24,focused
1784612746.124,0.4387,0.3273,1.38,1.19,focused
1784612746.624,0.4917,0.3276,3.15,0.57,focused
1784612747.123,0.4894,0.3262,1.71,0.75,focused
1784612747.620,0.5383,0.3133,5.92,-14.09,focused
1784612748.118,0.4785,0.3224,6.14,-22.80,focused
1784612748.624,0.4211,0.3377,5.70,-18.73,focused
1784612749.128,0.4439,0.3244,3.68,-11.52,focused
1784612749.624,0.4865,0.3361,-4.14,14.68,focused
1784612750.124,0.4587,0.3379,7.46,-3.73,focused
1784612750.625,0.4859,0.3500,25.32,-16.19,distracted
1784612751.125,0.4247,0.3395,14.82,-22.63,focused
1784612751.593,0.4704,0.3252,-4.80,-26.06,distracted
1784612752.126,0.4751,0.3161,-14.53,-7.21,focused
1784612752.623,0.3828,0.3243,5.58,3.15,focused
1784612753.126,0.3810,0.3157,13.98,-2.36,focused
1784612753.593,0.0767,0.3231,7.87,-7.20,fatigued
1784612754.127,0.4827,0.3155,4.02,-4.67,focused
1784612754.595,0.5182,0.3201,2.96,-19.38,focused
1784612755.127,0.4975,0.3320,4.05,-26.57,distracted
1784612755.594,0.4871,0.3208,-1.34,-14.34,focused
1784612756.093,0.4689,0.3067,-24.06,3.11,distracted
1784612756.623,0.4380,0.3165,-15.63,4.20,focused
1784612757.123,0.4567,0.3116,-9.52,3.43,focused
1784612757.622,0.4341,0.3136,-3.65,3.23,focused
1784612758.093,0.4202,0.3133,-3.27,3.58,focused
1784612758.624,0.4859,0.3138,1.05,2.28,focused
1784612759.093,0.4820,0.3128,0.79,2.96,focused
1784612759.623,0.4867,0.3082,0.43,2.48,focused
1784612760.125,0.4658,0.3136,2.49,2.23,focused
1784612760.626,0.4446,0.3136,1.43,2.19,focused
1784612761.128,0.5053,0.3137,3.33,2.09,focused
1784612761.625,0.4866,0.3139,1.63,2.52,focused
1784612762.122,0.4949,0.3121,2.60,2.28,focused
1784612762.625,0.4732,0.3138,2.10,1.91,focused
1784612763.121,0.4728,0.3131,1.96,2.22,focused
1784612763.621,0.4932,0.3158,2.78,1.99,focused
1784612764.122,0.4862,0.3152,3.78,2.26,focused
1784612764.595,0.4537,0.3173,2.88,2.96,focused
1784612765.126,0.4267,0.3192,2.75,2.48,focused
1784612765.594,0.4633,0.3161,3.56,2.66,focused
1784612766.128,0.4667,0.3169,4.08,1.47,focused
1784612766.594,0.4509,0.3130,3.21,1.99,focused
1784612767.129,0.4260,0.3154,3.30,2.12,focused
1784612767.593,0.4209,0.3162,3.43,2.31,focused
1784612768.121,0.4950,0.3154,6.29,1.51,focused
1784612768.624,0.5403,0.3126,1.24,1.33,focused
1784612769.123,0.5049,0.3158,-2.01,1.54,focused
1784612769.624,0.3921,0.3116,-10.91,1.53,focused
1784612770.123,0.4444,0.3105,-10.15,1.51,focused
1784612770.593,0.3970,0.3192,-0.91,1.29,focused
1784612771.093,0.5114,0.3109,1.91,1.76,focused
1784612771.623,0.4461,0.3140,-0.58,1.89,focused
1784612772.123,0.4962,0.3132,0.67,1.69,focused
1784612772.594,0.4299,0.3161,0.57,2.08,focused
1784612773.094,0.4863,0.3141,2.00,1.28,focused
1784612773.596,0.4464,0.3163,1.23,1.55,focused
1784612774.129,0.4656,0.3147,2.07,2.16,focused
1784612774.627,0.4355,0.3155,1.96,1.97,focused
1784612775.126,0.4170,0.3134,2.88,1.55,focused
1784612775.595,0.4948,0.3141,3.83,0.99,focused
1784612776.096,0.4688,0.3118,4.14,0.91,focused
1784612776.594,0.4829,0.3109,3.92,1.29,focused
1784612777.094,0.4928,0.3097,3.87,1.48,focused
1784612777.595,0.4971,0.3146,5.05,1.61,focused
1784612778.096,0.4767,0.3156,5.04,2.22,focused
1784612778.595,0.4600,0.3142,3.42,1.97,focused
1784612779.094,0.5102,0.3115,6.26,1.03,focused
1784612779.597,0.5147,0.3172,6.04,1.07,focused
1784612780.094,0.5051,0.3106,5.90,1.83,focused
1784612780.624,0.5095,0.3172,3.80,2.10,focused
1784612781.096,0.5097,0.3153,3.66,2.21,focused
1784612781.595,0.4430,0.3147,2.91,1.63,focused
1784612782.096,0.4857,0.3153,4.22,1.64,focused
1784612782.629,0.4388,0.3157,3.10,2.02,focused
1784612783.096,0.4919,0.3169,4.84,1.79,focused
1784612783.597,0.4623,0.3150,4.06,1.70,focused
1784612784.096,0.5179,0.3130,4.22,1.96,focused
1784612784.597,0.4662,0.3166,3.62,1.97,focused
1784612785.096,0.4436,0.3126,2.94,2.78,focused
1784612785.593,0.5076,0.3114,4.70,1.65,focused
1784612786.093,0.5143,0.3131,4.89,0.95,focused
1784612786.596,0.5268,0.3141,5.11,1.33,focused
1784612787.096,0.5160,0.3115,4.83,0.99,focused
1784612787.594,0.5133,0.3151,4.49,1.29,focused
1784612788.095,0.5102,0.3114,2.74,1.43,focused
1784612788.595,0.4878,0.3138,3.45,1.35,focused
1784612789.094,0.4689,0.3133,4.16,1.27,focused
1784612789.594,0.4871,0.3160,6.22,1.25,focused
1784612790.129,0.4449,0.3150,3.61,1.33,focused
1784612790.594,0.4536,0.3143,3.36,0.82,focused
1784612791.095,0.4529,0.3167,3.72,1.71,focused
1784612791.595,0.4833,0.3193,4.98,0.99,focused
1784612792.094,0.4912,0.3202,5.27,1.72,focused
1784612792.597,0.4779,0.3167,5.08,2.02,focused
1784612793.093,0.4915,0.3195,6.85,1.73,focused
1784612793.596,0.4817,0.3207,6.13,1.44,focused
1784612794.096,0.4550,0.3262,5.63,0.98,focused
1784612794.596,0.4474,0.3290,6.19,0.28,focused
1784612795.094,0.4509,0.3279,5.80,-0.18,focused
1784612795.593,0.4630,0.3259,6.18,-0.08,focused
1784612796.097,0.4595,0.3279,6.09,-0.53,focused
1784612796.594,0.4786,0.3223,7.10,-1.17,focused
1784612797.098,0.4742,0.3219,6.81,-0.95,focused
1784612797.595,0.4809,0.3264,7.20,-0.07,focused
1784612798.098,0.4526,0.3257,7.41,-0.38,focused
1784612798.598,0.4565,0.3282,6.62,-0.54,focused
1784612799.133,0.4529,0.3260,7.57,-0.09,focused
1784612799.596,0.4575,0.3255,8.20,0.02,focused
1784612800.095,0.4432,0.3261,7.04,-0.10,focused
1784612800.596,0.3379,0.3223,5.02,-0.36,focused
1784612801.096,0.4013,0.3261,5.50,0.43,focused
1784612801.598,0.4206,0.3180,-0.66,1.19,focused
1784612802.097,0.4273,0.3104,-4.61,0.87,focused
1784612802.598,0.4329,0.3127,-2.39,1.05,focused
1784612803.098,0.4267,0.3133,-2.23,1.34,focused
1784612803.595,0.4170,0.3162,-0.82,1.60,focused
1784612804.098,0.4620,0.3154,0.04,1.55,focused
1784612804.598,0.4525,0.3163,1.21,1.86,focused
1784612805.097,0.4669,0.3153,1.00,1.61,focused
1784612805.599,0.4573,0.3165,1.93,1.42,focused
1784612806.098,0.4708,0.3172,1.48,1.23,focused
1784612806.600,0.4754,0.3128,0.23,1.29,focused
1784612807.095,0.4548,0.3148,1.55,1.84,focused
1784612807.601,0.4441,0.3132,-2.19,1.59,focused
1784612808.100,0.4252,0.3103,-2.42,2.05,focused
1784612808.601,0.4623,0.3120,-0.76,0.55,focused
1784612809.099,0.4572,0.3169,2.11,1.34,focused
1784612809.597,0.4790,0.3138,2.49,0.49,focused
1784612810.096,0.4734,0.3149,2.67,0.85,focused
1784612810.626,0.4690,0.3160,1.91,1.16,focused
1784612811.096,0.4811,0.3145,2.00,1.59,focused
1784612811.601,0.4351,0.3183,1.48,1.36,focused
1784612812.099,0.4884,0.3150,3.54,1.76,focused
1784612812.600,0.4885,0.3175,3.67,2.39,focused
1784612813.100,0.4862,0.3149,3.74,2.52,focused
1784612813.603,0.4798,0.3114,3.83,2.19,focused
1784612814.100,0.4542,0.3117,3.68,1.74,focused
1784612814.601,0.4248,0.3165,2.17,1.99,focused
1784612815.097,0.4074,0.3152,1.97,2.37,focused
1784612815.601,0.4797,0.3089,2.93,2.28,focused
1784612816.100,0.4746,0.3126,3.29,1.69,focused
1784612816.601,0.4422,0.3095,2.15,1.99,focused
1784612817.100,0.4192,0.3172,3.15,1.21,focused
1784612817.602,0.4346,0.3105,4.10,1.54,focused
1784612818.100,0.4246,0.3106,3.87,1.26,focused
1784612818.600,0.4252,0.3117,3.19,1.90,focused
1784612819.101,0.4788,0.3089,3.39,1.71,focused
1784612819.599,0.4362,0.3101,3.48,1.52,focused
1784612820.099,0.4262,0.3128,3.67,1.61,focused
1784612820.601,0.4532,0.3080,4.34,1.04,focused
1784612821.101,0.4369,0.3146,3.00,1.23,focused
1784612821.601,0.4765,0.3076,4.85,0.92,focused
1784612822.099,0.4434,0.3116,4.28,1.29,focused
1784612822.598,0.4737,0.3058,4.96,0.86,focused
1784612823.100,0.4546,0.3122,4.15,2.01,focused
1784612823.598,0.4795,0.3059,5.58,0.89,focused
1784612824.097,0.5112,0.3104,4.25,2.14,focused
1784612824.601,0.4860,0.3133,4.35,1.91,focused
1784612825.101,0.4494,0.3111,3.11,1.18,focused
1784612825.597,0.5066,0.3088,4.51,1.37,focused
