timestamp,ear,mar,pitch,yaw,state
1784614937.848,0.4871,0.3157,8.04,-1.81,focused
1784614938.346,0.3866,0.3222,7.79,-1.59,focused
1784614938.849,0.4192,0.3234,6.89,-1.66,focused
1784614939.344,0.4191,0.3159,8.01,-0.60,focused
1784614939.847,0.4796,0.3096,4.99,-2.25,focused
1784614940.344,0.4119,0.3168,5.02,-1.43,focused
1784614940.848,0.4073,0.3156,5.07,-1.54,focused
1784614941.346,0.4951,0.3162,8.58,-1.53,focused
1784614941.847,0.4027,0.3224,7.01,-0.92,focused
1784614942.346,0.3585,0.3208,7.50,-1.21,focused
1784614942.849,0.5223,0.3171,10.57,-1.23,focused
1784614943.348,0.4115,0.3215,6.74,-1.02,focused
1784614943.844,0.3991,0.3213,6.83,-1.36,focused
1784614944.316,0.4315,0.3246,9.29,-0.95,focused
1784614944.849,0.3933,0.3208,9.73,-1.72,focused
1784614945.347,0.4101,0.3222,8.71,-1.33,focused
1784614945.851,0.4918,0.3187,9.52,-1.87,focused
1784614946.347,0.4142,0.3234,9.04,-1.34,focused
1784614946.850,0.4137,0.3202,7.69,-1.31,focused
1784614947.347,0.4716,0.3179,9.63,-1.35,focused
1784614947.850,0.5067,0.3167,9.68,0.14,focused
1784614948.344,0.4203,0.3239,8.91,-0.61,focused
1784614948.844,0.4029,0.3205,9.31,-0.78,focused
1784614949.342,0.5096,0.3169,10.07,-0.68,focused
1784614949.844,0.5099,0.3150,9.18,-0.43,focused
1784614950.341,0.5124,0.3127,4.54,-2.75,focused
1784614950.848,0.4274,0.3116,2.10,-3.11,focused
1784614951.346,0.4103,0.3221,5.82,-2.53,focused
1784614951.876,0.3770,0.3260,7.77,-1.79,focused
1784614952.342,0.3796,0.3222,5.77,-2.11,focused
1784614952.850,0.4773,0.3143,5.85,-2.86,focused
1784614953.348,0.4310,0.3212,7.08,-2.31,focused
1784614953.849,0.3927,0.3222,7.00,-2.26,focused
1784614954.348,0.3820,0.3211,7.14,-1.92,focused
1784614954.850,0.4773,0.3159,8.21,-1.53,focused
1784614955.348,0.4772,0.3139,7.82,-1.89,focused
1784614955.848,0.4659,0.3140,8.42,-1.80,focused
1784614956.316,0.4761,0.3150,7.64,-1.67,focused
1784614956.852,0.4675,0.3131,7.98,-2.24,focused
1784614957.316,0.4868,0.3126,8.33,-1.68,focused
1784614957.851,0.4663,0.3163,7.91,-1.55,focused
1784614958.316,0.4686,0.3126,7.34,-2.10,focused
1784614958.851,0.4595,0.3142,7.77,-1.66,focused
1784614959.344,0.4619,0.3158,7.20,-1.60,focused
1784614959.816,0.4419,0.3156,7.96,-1.68,focused
1784614960.316,0.4672,0.3142,10.02,-1.98,focused
1784614960.852,0.4928,0.3143,9.29,-1.90,focused
1784614961.317,0.4669,0.3163,7.48,-1.37,focused
1784614961.816,0.4877,0.3140,7.43,-2.00,focused
1784614962.317,0.4889,0.3183,8.18,-0.82,focused
1784614962.852,0.4731,0.3166,4.75,3.71,focused
1784614963.348,0.4556,0.3120,-3.00,4.27,focused
1784614963.816,0.4464,0.2978,-21.39,3.00,focused
1784614964.317,0.4243,0.3012,-17.51,2.44,focused
1784614964.849,0.4434,0.3113,-1.85,-2.66,focused
1784614965.317,0.4006,0.3177,1.90,-1.57,focused
1784614965.853,0.4790,0.3105,3.99,-1.97,focused
1784614966.379,0.4717,0.3111,5.10,-1.43,focused
1784614966.816,0.4555,0.3122,4.12,-1.53,focused
1784614967.318,0.4052,0.3215,5.07,-0.49,focused
1784614967.853,0.4684,0.3132,6.25,-0.37,focused
1784614968.351,0.4507,0.3121,4.61,-0.33,focused
1784614968.816,0.4601,0.3125,4.61,-0.75,focused
1784614969.317,0.4577,0.3119,3.97,-0.83,focused
1784614969.816,0.4395,0.3105,4.21,-0.72,focused
1784614970.317,0.4407,0.3098,4.19,-0.49,focused
1784614970.851,0.4544,0.3101,3.67,-1.13,focused
1784614971.317,0.3973,0.3162,3.09,-0.39,focused
1784614971.817,0.4682,0.3129,5.20,-0.38,focused
1784614972.317,0.4552,0.3124,3.95,-0.89,focused
1784614972.849,0.4626,0.3117,3.53,-1.07,focused
1784614973.346,0.3961,0.3140,0.54,-0.60,focused
1784614973.850,0.4740,0.3144,3.05,-0.95,focused
1784614974.346,0.4636,0.3115,1.82,-0.47,focused
1784614974.851,0.3977,0.3175,2.51,-0.76,focused
1784614975.379,0.4588,0.3112,4.09,-0.25,focused
1784614975.853,0.4475,0.3126,3.74,-0.05,focused
1784614976.318,0.4503,0.3116,3.26,-0.56,focused
1784614976.817,0.4469,0.3135,3.64,-1.18,focused
1784614977.318,0.4383,0.3141,2.21,-0.64,focused
1784614977.851,0.4328,0.3095,0.59,-0.87,focused
1784614978.318,0.4389,0.3092,1.02,-0.75,focused
1784614978.821,0.4153,0.3145,2.24,-0.89,focused
